Unnamed: 0,ID,dist,Hebrew,Where_,geometry,google_unigrams_bigrams_unigrams
253,2231,268.5227667930812,קניון TLV,על רחוב החשמונאים וקרליבך על התפר ביניהם,POINT (668041.4177000001 3549593.776799999),0.07465264705289432
254,1042,0.0,כרם התמנים,בסוף שוק הכרמל מרכז תל אביב,POINT (666900.1963 3549346.2161),0.290187903209222
255,1102,421.90244118718283,כרם התמנים,נמצא בדרום תל אביב בסמוך לשוק הכרמל ולחניון הכובשים ומלון דן פנורמה,POINT (666436.5393000003 3548972.0043),0.0931569485697379
256,1172,0.0,כרם התמנים,דרום העיר ליד שוק הכרמל,POINT (666900.1963 3549346.2161),1.1644280618227567
257,1174,0.0,כרם התמנים,ברחובות הסמוכים לשוק הכרמל,POINT (666900.1963 3549346.2161),1.1644280618227567
258,1206,1940.4253854136248,כרם התמנים,השכונה נמצאת בין מרכז תל אביב לדרום תל אביב עם קרבה יחסית לים,POINT (668153.3772999998 3551279.7051),2.602183434242654
259,1280,0.0,כרם התמנים,המקום נמצא בסמוך לשוק הכרמל במרכז העיר ובקרבת הים,POINT (666900.1963 3549346.2161),0.7395511020404028
260,1281,0.0,כרם התמנים,ליד שוק הכרמל,POINT (666900.1963 3549346.2161),1.1644280618227567
261,1298,1940.4253854136248,כרם התמנים,יחסית בדרום תל אביב,POINT (668153.3772999998 3551279.7051),2.283188451299604
262,1374,0.0,כרם התמנים,דרום העיר לייד שוק הכרמל,POINT (666900.1963 3549346.2161),1.1644280618227567
263,1419,1940.4253854136248,כרם התמנים,דרום תל אביב ליד אלנבי,POINT (668153.3772999998 3551279.7051),0.5221285030362709
264,1471,0.0,כרם התמנים,צמוד לשוק הרמל בין אלנבי לחוף הים,POINT (666900.1963 3549346.2161),0.3723767789750068
265,1502,0.0,כרם התמנים,שכונה ישנה צמודה לשוק הכרמל,POINT (666900.1963 3549346.2161),1.1644280618227567
266,1524,0.0,כרם התמנים,דרום העיר בקרבת הים לסמוך לשוק הכרמל,POINT (666900.1963 3549346.2161),1.1644280618227567
267,1525,0.0,כרם התמנים,בפינה הדרום מערבית של תא לפני שעוברים לחלק של יפו שכונה קטנה יחסית ממערב אליה חוף הים טיילת תא מדרום אליה שכונת נווה צדק צמוד אליה מצד מערב ש,POINT (666900.1963 3549346.2161),0.8331956256230728
268,1572,0.0,כרם התמנים,ליד רחוב אלנבי ושוק הכרמל,POINT (666900.1963 3549346.2161),0.4020963731201063
269,1619,0.0,כרם התמנים,על הגבול של יפו ותל אביב יותר רק בצד התל אביבי ליד היום האיזור שעוברים דרכו אם נוסעים צפונה כמה שיותר קרוב לים מחובר לשוק הכרמל ולתחנת האוטו,POINT (666900.1963 3549346.2161),0.2537039542815135
270,1660,0.0,כרם התמנים,ליד שוק הכרמל לכיוון דרום תל אביב,POINT (666900.1963 3549346.2161),1.1644280618227567
271,1663,0.0,כרם התמנים,באזור מרכז העיר ליד הרחובות שנקין אלנבי וקינג גורג בתוך שוק הכרמל,POINT (666900.1963 3549346.2161),0.40173815761919673
272,1694,0.0,כרם התמנים,המקום נמצא בקרבת שוק הכרמל מעל לכרמלית סמוך לחוף הים,POINT (666900.1963 3549346.2161),1.1644280618227567
273,1726,2433.067672239464,כרם התמנים,נוסעים לכוון שכונת התקווה ומלחפשים כרם התימנים,POINT (668365.8251 3547368.5451),0.0
274,1759,0.0,כרם התמנים,מרכז תל אביב יפו ליד היום יחסית ליד שוק הכרמל הגדול,POINT (666900.1963 3549346.2161),1.1644280618227567
275,1953,0.0,כרם התמנים,סמוך לשוק הכרמל בסמטאות וברחובות הסמוכים לו,POINT (666900.1963 3549346.2161),1.1644280618227567
276,1985,256.4857338692104,כרם התמנים,דרום תל אביב אזור נווה צדק וחוף הים אזור הדולפניריום,POINT (666438.5607000003 3549553.2117),0.33438287987580484
277,1996,588.0010356296575,כרם התמנים,דרום תל אביב ליד נווה צדק,POINT (666594.3809000002 3548688.8051),0.8331956256230728
278,2038,0.0,כרם התמנים,במרכז תל אביב סמוך לשוק הכרמל,POINT (666900.1963 3549346.2161),1.1644280618227567
279,2058,0.0,כרם התמנים,באזור שוק הכרמל מדרום לאלנבי עד לים,POINT (666900.1963 3549346.2161),0.520097864428707
280,2084,1836.1339119515978,כרם התמנים,באזור שוק הפשפשים מרכז תל אביב,POINT (665851.858 3547668.9332),2.034654840647176
281,2116,0.0,כרם התמנים,אזור שוק הכרמל בין מרכז לדרום תא,POINT (666900.1963 3549346.2161),1.1644280618227567
282,2172,0.0,כרם התמנים,מספר רחובות ליד סוף שוק הכרמל בו גרו תימנים,POINT (666900.1963 3549346.2161),1.1644280618227567
283,2191,0.0,כרם התמנים,מדרום לרחוב אלנבי וליד שוק הכרמל,POINT (666900.1963 3549346.2161),0.4020963731201063
284,2218,0.0,כרם התמנים,שכונה במרכז העיר הממוקמת בין שוק הכרמל לים,POINT (666900.1963 3549346.2161),1.1644280618227567
285,2227,0.0,כרם התמנים,בין שוק הכרמל לים אזור דרום העיר צפונית לפולרנטין,POINT (666900.1963 3549346.2161),1.1644280618227567
286,1043,386.66596437878883,שרונה,ליד מחלף השלום קניון עזריאלי,POINT (669126.4219000004 3550108.819399999),0.736682421529562
287,1045,478.64573859285554,שרונה,10 דק הליכה ממחלף השלום מול הקרייה,POINT (669251.835 3549915.844699999),0.18782149701435757
288,1047,386.66596437878883,שרונה,ליד קניון עזריאלי והקייה,POINT (669126.4219000004 3550108.819399999),0.736682421529562
289,1168,479.8954754808173,שרונה,נמצא ליד הקריה ומחלף השלום,POINT (669252.0716000004 3549978.295399999),0.18782149701435757
290,1205,1348.9274741682175,שרונה,ליד עזריאלי החלק המזרחי של העיר,POINT (668153.3772999998 3551279.7051),0.736682421529562
291,1211,78.59043694507196,שרונה,על דרך בגין ליד הקריה ניתן גם להגיע מכיוון רחוב הארבעה,POINT (668747.5641999999 3549550.25),0.16646744070553238
292,1213,6.672991832783429,שרונה,מעבר לכביש ממגדלי עזריאלי כשחוצים את מנחם בגין ומול מגדל חיל האוויר בקריה,POINT (668456.0277000004 3549971.6359),0.18782149701435757
293,1300,851.1259856517,שרונה,ממול עזראלי ליד רחוב אבן גבירול,POINT (668134.7193999998 3550753.453400001),0.736682421529562
294,1331,15.765034664683053,שרונה,מול הקריה בצד של רחוב קפלן,POINT (668586.2999 3549975.5),0.18782149701435757
295,1402,6.672991832783429,שרונה,מדרום לבסיס הקריה במרכז תל אביב,POINT (668456.0277000004 3549971.6359),0.18782149701435757
296,1438,0.0,שרונה,ליד הקריה על רחוק קפלן,POINT (668590.4434000002 3549900.3356),0.18782149701435757
297,1486,100.31205081477638,שרונה,ליד עזריאלי וליד הקרייה,POINT (668873.4320999999 3549923.046399999),0.18782149701435757
298,1511,15.765034664683053,שרונה,ממש ממול לקריה בצד של רחוב קפלן,POINT (668586.2999 3549975.5),0.18782149701435757
299,1535,15.765034664683053,שרונה,מול הקרייה בין רחוב קפלן והארבעה,POINT (668586.2999 3549975.5),0.18782149701435757
300,1574,386.66596437878883,שרונה,קרוב מאוד למגדלי עזריאלי והקריה,POINT (669126.4219000004 3550108.819399999),0.18782149701435757
301,1576,100.31205081477638,שרונה,סמוך למחנה רבין הקריה קריית הממשלה ומגדלי עזריאלי הכי קל להגיע מרחוב קפלן צפון או רחוב הארבעה דרום,POINT (668873.4320999999 3549923.046399999),0.16646744070553238
302,1578,88.96408138208945,שרונה,עוברים את עזריאלי על מנחם בגין ופונים ימינה בצומת הגדול שאחרי עזריאלי שרונה נמצאת ברחוב הזה מצד שמאל,POINT (668863.1030999999 3549794.865499999),0.0
303,1596,398.7499717409703,שרונה,בין הרחובות ארבעה וקפלן בתל אביב צמוד לקריית הממשלה דרום מזרח ממגדלי עזריאלי,POINT (669159.0118000004 3550051.760299999),0.16646744070553238
304,1616,591.3280117132646,שרונה,ליד הקרייה וליד עזריאלי,POINT (669107.7068999996 3550439.6283),0.18782149701435757
305,1655,1348.9274741682175,שרונה,בדרוםמרכז תל אביב בסמוך לדרך נמיר,POINT (668153.3772999998 3551279.7051),1.262343740017589
306,1715,398.7499717409703,שרונה,ליד עזריאחי חוצים את הכביש של דרך השלום ומתקדמים לכיוון פנים תל אביב ממול יש אחרי 200 מטרים בערך יש את שרונה,POINT (669159.0118000004 3550051.760299999),0.0
307,1777,100.31205081477638,שרונה,מול עזריאלי ליד קרית הממשלה,POINT (668873.4320999999 3549923.046399999),0.46485055230271666
308,1780,4000.7063296176093,שרונה,ממוקם דרומית לקריה ודרום מערבים לעזריאלי,POINT (665094.6930999998 3547484.0284),0.18782149701435757
309,1871,386.66596437878883,שרונה,ליד עזריאלי טיפה לכיוון דרום,POINT (669126.4219000004 3550108.819399999),0.736682421529562
310,1899,15.765034664683053,שרונה,על רחוב קפלן פינת בלוך,POINT (668586.2999 3549975.5),0.22653034771423244
311,1961,386.66596437878883,שרונה,ממש מול עזריאלי נמצא דרומית מהקירייה מיד שחוצים את הכביש,POINT (669126.4219000004 3550108.819399999),0.18782149701435757
312,1963,0.0,שרונה,סע באיילון דרומה ותרד במחלף השלום תחנה בעזריאלי יותר זול תחצה את הכביש לכיוון מגדל אפיקה ישראל ומאחוריו שוק שרונה,POINT (668465.2314999998 3549784.0494),0.0
313,1979,6.672991832783429,שרונה,סמוך למתחם הקריה ומדרום לה,POINT (668456.0277000004 3549971.6359),0.18782149701435757
314,2041,399.0162265763592,שרונה,סמוך לעזריאלי במרכז תל אביב,POINT (669155.4983000001 3550065.453299999),0.736682421529562
315,2115,4144.288490133716,שרונה,מחלף השלום קרוב לקרייה ולרחוב אבן גבירול,POINT (670978.4572999999 3553460.8672),0.18782149701435757
316,2129,1348.9274741682175,שרונה,ממוקם דרומית לקריה בתל אביב,POINT (668153.3772999998 3551279.7051),0.18782149701435757
317,2167,6.672991832783429,שרונה,איזור הקריה ליד עזריאלי,POINT (668456.0277000004 3549971.6359),0.18782149701435757
318,2195,398.7499717409703,שרונה,מרכז תל אביב ליד עזריאלי,POINT (669159.0118000004 3550051.760299999),0.736682421529562
319,2228,479.8954754808173,שרונה,צמוד לקריה ליד רכבת השלום,POINT (669252.0716000004 3549978.295399999),0.18782149701435757
320,1044,69.65577085775705,בית הכנסת הגדול,רחוב אלנבי ליד רחוב רוטשליד,POINT (667335.7877000002 3548855.3379),0.26725026224439263
321,1081,708.8739636938395,בית הכנסת הגדול,מרכז תל אביב ליד שדרות רוטשילד,POINT (667840.0384 3549459.7075),0.42714379689861204
322,1157,397.31557563146936,בית הכנסת הגדול,המקום נמצא ברחוב די ראשי במרחק דקת הליכה משדרות רוטשילד,POINT (667705.9873000002 3549069.092800001),0.2759746451713294
323,1166,333.3682692198386,בית הכנסת הגדול,באמצע אלנבי לפני הצומת עם רוטשילד,POINT (667188.1139000002 3549306.0591),0.24679770459651587
324,1175,333.3682692198386,בית הכנסת הגדול,מגיעים מרחוב רוטשילד ופונים ימינה לרחוב אלנבי הולכים כמה מאות מטרים בודדים עד שרואים מצד שמאל מבנה גדול וישן שלידו יש סמטה עם מסעדות,POINT (667188.1139000002 3549306.0591),0.1942268477106578
325,1212,2437.9993134045626,בית הכנסת הגדול,דרום העיר על רחוב אלנבי,POINT (668153.3772999998 3551279.7051),0.37428970271332546
326,1251,432.9270443352835,בית הכנסת הגדול,ממוקם ברחוב אלנבי פינת רוטשילד בתל אביב,POINT (667731.3289000001 3549101.470699999),0.10782766163154818
327,1301,0.0,בית הכנסת הגדול,בית הכנסת הגדול נמצא בחלק הדרומי של מרכז העיר בסמטה צדדית של רחוב מרכזי,POINT (667296.4473000001 3548947.811699999),0.0
328,1364,957.9312182935464,בית הכנסת הגדול,על רחוב אלנבי במרכז העיר,POINT (667102.3784999996 3549929.865900001),0.37428970271332546
329,1373,397.31557563146936,בית הכנסת הגדול,קרוב לחלק הדרומי של שדרות רוטשילד מבנה עתיק אכן נראה כמו בית כנסת אם מגיעים מרוטשילד נמצא לאחר כ150 מ׳ מצד שמאל,POINT (667705.9873000002 3549069.092800001),0.23191304802210755
330,1416,2437.9993134045626,בית הכנסת הגדול,המקום נמצא במרכז תל אביב על יד שיינקין,POINT (668153.3772999998 3551279.7051),0.5351222568005888
331,1436,2737.6764349824202,בית הכנסת הגדול,במרכז תל אביב קרוב לבנק הבינלאומי,POINT (668891.9858999997 3551225.1205),0.2117412831011024
332,1460,315.5799909779111,בית הכנסת הגדול,במרכז רחוב אלנבי שנמצא בדרום תל אביב,POINT (667204.1807000004 3549292.582800001),0.37428970271332546
333,1481,63.926275175210534,בית הכנסת הגדול,באלנבי מול עד העצם,POINT (667380.4691000003 3548886.1252),0.10424049481118025
334,1500,7.792681095096246,בית הכנסת הגדול,על רחוב אלנבי קרוב לשדרות רוטשילד ליד פורט סעיד ואמריקה בורגרס,POINT (667322.6893999996 3548916.847899999),0.02741624075629432
335,1555,0.0,בית הכנסת הגדול,בית הכנסת הגדול נמצא בסמוך לרחוב אלנבי לפני אם באין מצפון ההצטלבות עם רוטשילד,POINT (667296.4473000001 3548947.811699999),0.0
336,1575,0.0,בית הכנסת הגדול,בית הכנסת הגדול נמצא ברחוב אלנבי ובקרן רחוב אחד העם,POINT (667296.4473000001 3548947.811699999),0.0
337,1595,2575.6621645613504,בית הכנסת הגדול,משני צידי הירקון באזור אבן גבירול ונמיר,POINT (668179.2938999999 3551416.8038),2.594814196986572
338,1643,333.3682692198386,בית הכנסת הגדול,על רחוב אלנבי וסמול לרחוב הר סיני,POINT (667188.1139000002 3549306.0591),0.09548807096134415
339,1665,166.74339596243925,בית הכנסת הגדול,ליד רחוב מונטיפיורי על רחוב קינג גורג,POINT (667439.7238999996 3549093.112400001),0.10255305131337504
340,1725,333.3682692198386,בית הכנסת הגדול,ברחוב אלנבי,POINT (667188.1139000002 3549306.0591),0.37428970271332546
341,1765,333.3682692198386,בית הכנסת הגדול,תל אביב על אלנבי לקראת סוף הרחוב,POINT (667188.1139000002 3549306.0591),0.37428970271332546
342,1818,730.01678093388,בית הכנסת הגדול,בפינה בחיבור בין רחוב מכבי לרחוב תל אביב נמצא בהמשך של גינת משחקים על גבעה,POINT (667264.0498000002 3549722.6039),1.0180861416226634
343,1836,2437.9993134045626,בית הכנסת הגדול,ממוקם בפינת הרחובות אלנבי אחד העם בתל אביב,POINT (668153.3772999998 3551279.7051),0.04391313439708659
344,1885,2.422312896109477,בית הכנסת הגדול,ברחוב אלנבי פינת אחד העם,POINT (667336.0073999995 3548928.7552),0.13059146093058802
345,1893,1859.490555320491,בית הכנסת הגדול,רחוב בן יהודה פינת סמולנסקין,POINT (667118.4393999996 3550843.8095),1.8226780897831836
346,1915,214.06373505596758,בית הכנסת הגדול,אליבי ליד כולבו שלום,POINT (667044.3749000002 3548906.2577),2.485608411829217
347,1952,333.3682692198386,בית הכנסת הגדול,על רחוב אלנבי בחלקו המערבי מעט צפונית לרחוב רוטשילד,POINT (667188.1139000002 3549306.0591),0.37428970271332546
348,2023,292.71511883794574,בית הכנסת הגדול,רחוב אלנבי בדרום תל אביב,POINT (667413.2281999998 3548645.995200001),0.37428970271332546
349,2040,333.3682692198386,בית הכנסת הגדול,מרכז תל אביב רחוב אלנבי,POINT (667188.1139000002 3549306.0591),0.37428970271332546
350,2126,333.3682692198386,בית הכנסת הגדול,על אלנבי קצת לפני החיתוך עם רוטשילד ליד הפורט סעיד,POINT (667188.1139000002 3549306.0591),0.37428970271332546
351,2131,0.0,בית הכנסת הגדול,בתל אביב ברחוב צידי ליד אלנבי,POINT (667296.4473000001 3548947.811699999),0.26725026224439263
352,2161,49.182620009750316,בית הכנסת הגדול,על רחוב אלנבי ליד אחד העם,POINT (667357.2863999996 3548886.6314),0.08628581056470837
353,2169,49.182620009750316,בית הכנסת הגדול,רחוב אלנבי באזור רחוב אחד העם,POINT (667357.2863999996 3548886.6314),0.2472010096220479
354,2203,508.3976755285605,בית הכנסת הגדול,על אלנבי סמטת הר סיני בין שדרות רוטשילד בדרום לשינקין שוק הכרמל בצפון,POINT (666900.1963 3549346.2161),0.04728389178187831
355,1046,345.43481955576533,אוניברסיטת תל אביב,צפון תל אביב ליד רכבת האוניברסיטה,POINT (670269.2856000001 3553341.3509),1.0802898181306226
356,1076,584.5838193542663,אוניברסיטת תל אביב,בצפון תל אביב רמת אביב ליד קניון רמת אביב,POINT (669451.1575999996 3553760.5351),0.7873385022772155
357,1123,345.43481955576533,אוניברסיטת תל אביב,נמצא בצפון תל אביב ניתן להגיע מאיילון ולרדת ברוקח לתל אביב לפנות ימינה וממול נמצאת האוניברסיטה,POINT (670269.2856000001 3553341.3509),1.5283042950066825
358,1127,3007.0374019996148,אוניברסיטת תל אביב,מיני עיר מגודרת ללמידה בתל אביב עם הרבה קמפוסים,POINT (668153.3772999998 3551279.7051),0.5633778785996879
359,1180,345.43481955576533,אוניברסיטת תל אביב,ליד תחנת רכבת האוניברסיטה,POINT (670269.2856000001 3553341.3509),1.0802898181306226
360,1182,345.43481955576533,אוניברסיטת תל אביב,ליד רמת אביב קרוב לירידה מאיילון יש מספר כניסות חלקן קרובות לרכבת האוניברסיטהמרכז הירידים וחלקן קרובות לשכונת המגורים,POINT (670269.2856000001 3553341.3509),0.9354816570165391
361,1220,251.61899520169055,אוניברסיטת תל אביב,צפון העיר רמת אביב צמוד לאילון,POINT (669796.3494999995 3555149.907299999),1.0262164178413329
362,1240,345.43481955576533,אוניברסיטת תל אביב,רמת אביב נמצא ליד תחנת רכבת האוניברסיטה וליד מוזיאון הטבע ששיך לאוניברסיטה,POINT (670269.2856000001 3553341.3509),1.0262164178413329
363,1265,345.43481955576533,אוניברסיטת תל אביב,ליד רכבת האוניברסיטה ליד נתיבי איילון,POINT (670269.2856000001 3553341.3509),1.0802898181306226
364,1313,6009.873992117304,אוניברסיטת תל אביב,קרוב לרכבת ההגנה עליה מצד מזרח של הרכבת,POINT (668495.9445000002 3547821.160800001),4.550750297725548
365,1406,982.6378141407196,אוניברסיטת תל אביב,בשכונת רמת אביב בצפון תל אביב,POINT (669767.2566999998 3555925.795399999),1.0262164178413329
366,1407,0.0,אוניברסיטת תל אביב,שיח מוניס ליד הרכבת,POINT (670273.2423999999 3554040.7607),0.3821265986165934
367,1451,0.0,אוניברסיטת תל אביב,אוניברסיטת תל אביב ממוקמת בקצה המזרחי של רחוב איינשטיין ברמת אביב על גבעה שנמצאת בין רמת אביב לכביש איילון,POINT (670236.4516000003 3554421.095699999),1.0262164178413329
368,1490,3735.803245873997,אוניברסיטת תל אביב,בצפון תל אביב על פסי הרכבת,POINT (669252.0716000004 3549978.295399999),0.7913777769374344
369,1516,498.14367620013,אוניברסיטת תל אביב,בצפון העיר מערבית למחלף רוקח על גבעה,POINT (670176.8771000002 3553158.2729),1.0802898181306226
370,1543,345.43481955576533,אוניברסיטת תל אביב,המקום נמצא בצמידות לתחנת רכבת האוניברסיטה בצפון תל אביב,POINT (670269.2856000001 3553341.3509),1.0802898181306226
371,1586,548.8191987498559,אוניברסיטת תל אביב,צפון העיר צמודה יחסית למרכז הירידים יש לעלות אליה מתחנת רכבת האוניברסיטה היא בנקודה גבוהה יותר פיזית,POINT (670866.8962000003 3553528.5595),0.9354816570165391
372,1628,345.43481955576533,אוניברסיטת תל אביב,אוניברסיטת תל אביב נמצאת בצפון תל אביב בסמוך לתחנת הרכבת,POINT (670269.2856000001 3553341.3509),3.245861568896036
373,1647,2543.9661564220105,אוניברסיטת תל אביב,מתחם אקדמי בצפון תל אביב ניתן להגיע דרך כביש 220 מצפון ומדרום או באמצעות רכבת לתחנת תל אביב ההגנה שם פונים בכביש מזרחה במעלה הכביש ומגיעים למ,POINT (669585.9572999999 3551127.4706),3.245861568896036
374,1724,2216.8550987637823,אוניברסיטת תל אביב,אונוברסיטה בצפון העיר על גבעה הצמודה ממערב לכביש איילון בין מחלף רוקח ומחלף קרן קיימת,POINT (669750.2063999996 3551433.505999999),0.9847736667238761
375,1755,551.8410368920092,אוניברסיטת תל אביב,על שדרות רוקח קרוב ללונה פארק צד שני של הכביש,POINT (670956.2248999998 3553677.158600001),1.0351831447817466
376,1803,3007.0374019996148,אוניברסיטת תל אביב,מקום גבוה טופוגרפית בצפון תל אביב,POINT (668153.3772999998 3551279.7051),3.245861568896036
377,1825,1144.1587689837813,אוניברסיטת תל אביב,צפון תל אביב צמוד לרמת אביב,POINT (668890.1306999996 3553487.916200001),1.0262164178413329
378,1875,3007.0374019996148,אוניברסיטת תל אביב,צפון תל אביב,POINT (668153.3772999998 3551279.7051),3.245861568896036
379,1877,498.14367620013,אוניברסיטת תל אביב,צפון תא סמוך למחלף רוקח מכיוון צפון מערב נתחם עי הרחובות לבנון וקאוזנר,POINT (670176.8771000002 3553158.2729),0.2861255727481909
380,1933,548.8191987498559,אוניברסיטת תל אביב,בצפון תא בסמוך למחלף גני התערוכה,POINT (670866.8962000003 3553528.5595),0.9354816570165391
381,1968,1381.7876269078954,אוניברסיטת תל אביב,צפון תל אביב סמוך לדרך נמיר,POINT (670679.6879000003 3556227.7042),3.1031715947663
382,2011,1093.0333863743663,אוניברסיטת תל אביב,ליד רמת אביב ליד קאנטרי תל אביב,POINT (668915.9686000003 3553943.451199999),1.0262164178413329
383,2026,345.43481955576533,אוניברסיטת תל אביב,ביציאה מאיילון אם באים ברכבת בתחנת תא האוניברסיטה ישנה עלייה גדולה על מנת להגיע ניתן להגיע גם מאיזור רמת אביב תלוי איזה בניין מחפשים בתוך ה,POINT (670269.2856000001 3553341.3509),0.7873385022772155
384,2080,345.43481955576533,אוניברסיטת תל אביב,לא רחוק מתחנת רכבת ״האוניברסיטה״,POINT (670269.2856000001 3553341.3509),1.0802898181306226
385,2106,568.7084573269278,אוניברסיטת תל אביב,צפון תל אביב ליד מחלף רוקח,POINT (670846.7960999999 3553465.275),1.2642812743757523
386,2130,0.0,אוניברסיטת תל אביב,נמצא בצפון תל אביב סמוך לרכבת בין רחוב חיים לבנון לאיילון,POINT (670236.4516000003 3554421.095699999),0.2720801814424173
387,2156,3007.0374019996148,אוניברסיטת תל אביב,בצפון תל אביב על גבעה,POINT (668153.3772999998 3551279.7051),2.8003919753533046
388,2222,2554.511433419002,אוניברסיטת תל אביב,צפון העיר בין דרך נמיר לאיילון על רחוב אינשטיין ליד רכב אוניברסטיה,POINT (672759.5246000001 3552803.2731),0.6791493503552286
389,1048,655.4375910188197,איכילוב,בפניה מתוך המלך שאול מול הקריה תחילת רחוב ויצמן,POINT (668456.0277000004 3549971.6359),0.31812913195706943
390,1088,53.860409176655786,איכילוב,מדרום לכיכר המדינה תחום ברחובות בארי הנריטה סולד ויצמן ודפנה,POINT (668801.3678000001 3551025.8301),0.1604635150002857
391,1091,749.496880209878,איכילוב,בית החולים הראשי של תל אביב וממוקם במרכז העיר מזרחית לכיכר רבין,POINT (668153.3772999998 3551279.7051),0.9302216748768202
392,1094,977.0812450366127,איכילוב,ברחוב וייצמן בערך מספר 8+ בעיר תא,POINT (668981.3981999997 3551980.5582),0.31812913195706943
393,1095,309.13952192236576,איכילוב,נוסעים על רחוב שאול המלך לכיוון מערב ופונים ימינה לויצמן בי״ח יהיה שם לימינכם,POINT (668877.7207000004 3551320.0788),0.0
394,1223,749.496880209878,איכילוב,על רחוב ויצמן מזרח העיר,POINT (668153.3772999998 3551279.7051),1.0910807818816703
395,1293,252.41972114029502,איכילוב,המקום נמצא ליד הקריה קרוב לעזריאלי,POINT (669135.4046 3550308.1307),0.37586410486720306
396,1324,366.84544850101423,איכילוב,בין הקאיה לכיכר המדינה,POINT (668800.3459000001 3551374.8873),0.7644494937366966
397,1326,765.8427944499238,איכילוב,סוף שדרות דוד המלך כאשר ההתחלה היא כיכר רבין,POINT (668053.8541000001 3550744.0557),0.5236547954658846
398,1355,655.4375910188197,איכילוב,ליד מחנה הקריה בין הקריה בית המשפט ורכבת מרכז,POINT (668456.0277000004 3549971.6359),0.5300231770089144
399,1411,749.496880209878,איכילוב,מרכז תל אביב לא יודע יותר מזה,POINT (668153.3772999998 3551279.7051),0.9367412177741773
400,1412,811.261332047079,איכילוב,מרכז תל אביב לא רחוק מכיכר המדינה,POINT (668352.0670999996 3551649.718499999),0.8462466651700918
401,1483,309.13952192236576,איכילוב,מזרחית לרח׳ ויצמן דרומית לרחוב ארלוזורוב,POINT (668877.7207000004 3551320.0788),0.780386385960562
402,1494,0.0,איכילוב,יש כניסה מרחוב הנרייטה סלד כמו כן גם ממרכז ויצמן בסמוך לשער שאול בקרייה,POINT (668901.6327999998 3550856.5995),0.2318023866945488
403,1508,0.0,איכילוב,בית החולים איכילוב נמצא במרכז תא סמוך לקריה בין רחוב וייצמן לרחוב הנרייטה סולד,POINT (668937.6744999997 3550609.5732),0.0
404,1556,0.0,איכילוב,איכילוב הוא בית חולים בדרום תל אביב,POINT (668928.7621999998 3550718.7487),0.0
405,1583,703.8901177739242,איכילוב,רחוב ויצמן קרוב לקריה ולכיכר המדינה,POINT (668934.7035999997 3551711.075999999),0.31812913195706943
406,1606,655.4375910188197,איכילוב,ליד הקרייה מקום צדדי כזה,POINT (668456.0277000004 3549971.6359),0.7644494937366966
407,1642,309.13952192236576,איכילוב,מדרום לכיכר המדינה וממזרח לאיכילוב על רחוב ויצמן,POINT (668877.7207000004 3551320.0788),0.0
408,1675,309.13952192236576,איכילוב,ברחוב ויצמן בתל אביב,POINT (668877.7207000004 3551320.0788),0.780386385960562
409,1701,534.7852694985777,איכילוב,בסבידור בתל אביב ליד הרכבת והקריה,POINT (669585.9572999999 3551127.4706),0.6359104272807476
410,1702,129.60442927202823,איכילוב,ליד ויצמן ליד בית המשפט,POINT (668751.2570000002 3550409.304300001),0.31812913195706943
411,1772,448.8456799850794,איכילוב,תל אביב ליד הקריה ועזריאלי,POINT (669101.7494999999 3550093.416099999),0.37586410486720306
412,1869,207.38519419760846,איכילוב,כשנוסעים ברחוב שאול המלך לכיוון אבן גבירול פניה שניה ימינה ונגיע,POINT (668735.9281000001 3550332.086999999),0.7557330951279314
413,1903,440.97593306849717,איכילוב,מרכז תל אביב ליד הקריה,POINT (669126.4219000004 3550108.819399999),0.7644494937366966
414,1911,117.05384114245977,איכילוב,על רחוב ויצמן ובסמוך לקריה ולבתי המשפט,POINT (668746.2293999996 3550425.5119),0.31812913195706943
415,1988,2455.8149638838972,איכילוב,בית חולים במרכז תל אביב,POINT (669004.4785000002 3548070.043),0.17762800398000952
416,2010,3383.960388435304,איכילוב,תל אביב לא יושע עוד,POINT (672141.6924999999 3552386.890699999),1.0910807818816703
417,2037,0.0,איכילוב,מרכז תל אביב על רחוב ויצמן,POINT (668901.6327999998 3550856.5995),0.9367412177741773
418,2068,749.496880209878,איכילוב,בתל אביב יחסית במרכז קרוב לרחוב ויצמן,POINT (668153.3772999998 3551279.7051),2.9225189763384285
419,2089,655.4375910188197,איכילוב,מרכז תל אביב ליד בניני הקריה,POINT (668456.0277000004 3549971.6359),0.7644494937366966
420,2124,661.5402779372271,איכילוב,בית חולים קרוב למחלף השלום על רחוב שלמה המלך,POINT (669251.835 3549915.844699999),0.6359104272807476
421,2150,92.75341927318044,איכילוב,בתל אביב ארלוזורוב ויצמן,POINT (668857.1925999997 3551104.5734),0.5700507398735087
422,2209,354.29695391204615,איכילוב,על רחוב ויצמן בסמוך לשדרות דוד המלך,POINT (668463.3821999999 3550703.183900001),0.31812913195706943
423,2244,309.13952192236576,איכילוב,נמצא ברחוב ויצמן לא רחוק מהקריה,POINT (668877.7207000004 3551320.0788),0.31812913195706943
424,1049,1922.2806975357294,גשר יהודית,הגשר מחבר בין 2 הקצוות של איילון מאיזור מגדלי אלון ובניין אלקטרה לצד המערבי של תא שרונה וכאלה,POINT (669750.2063999996 3551433.505999999),0.11896496714947138
